site,year,month,micro,TAD,janzenDscore,TAD_elevCorr,janzenDscore_elevCorr,macro,foliage,flora,snow_source_flag,height_notes,snowdepth,latitude,veg_structure,foliage_cover,height,elevation_change,snow_presence
CH_conif,2013,12,surface,9.52,0.5206693401364962,-2.3139236398140044,0.06745445021722862,Dense coniferous,leaf-on,"mountain pine (Pinus mugo; 210 yrs) at high elev, European silver fir (Abies alba; 110 yrs) and oak trees (Quercus sp.; 190-210 yrs) at low elev",measured daily,from metadata,NaN,46.967905,1267.325388791928,1,2,1393,NA
CH_conif,2014,1,surface,6.92,0.34644577274655153,-4.913923639814003,-0.10676911717271609,Dense coniferous,leaf-on,"mountain pine (Pinus mugo; 210 yrs) at high elev, European silver fir (Abies alba; 110 yrs) and oak trees (Quercus sp.; 190-210 yrs) at low elev",measured daily,from metadata,NaN,46.967905,1267.325388791928,1,2,1393,NA
CH_conif,2014,2,surface,8.5,0.48579360543159644,-3.333923639814004,0.032578715512328826,Dense coniferous,leaf-on,"mountain pine (Pinus mugo; 210 yrs) at high elev, European silver fir (Abies alba; 110 yrs) and oak trees (Quercus sp.; 190-210 yrs) at low elev",measured daily,from metadata,NaN,46.967905,1267.325388791928,1,2,1393,NA
CH_conif,2014,3,surface,15,0.6050028590385162,3.166076360185996,0.15178796911924863,Dense coniferous,leaf-on,"mountain pine (Pinus mugo; 210 yrs) at high elev, European silver fir (Abies alba; 110 yrs) and oak trees (Quercus sp.; 190-210 yrs) at low elev",measured daily,from metadata,NaN,46.967905,1267.325388791928,1,2,1393,NA
CH_conif,2014,4,surface,13.14,0.6183444513012493,1.306076360185997,0.16512956138198165,Dense coniferous,leaf-on,"mountain pine (Pinus mugo; 210 yrs) at high elev, European silver fir (Abies alba; 110 yrs) and oak trees (Quercus sp.; 190-210 yrs) at low elev",measured daily,from metadata,NaN,46.967905,1267.325388791928,1,2,1393,NA
CH_conif,2014,5,surface,15.899999999999999,0.6840501144168567,4.0660763601859955,0.2308352244975891,Dense coniferous,leaf-on,"mountain pine (Pinus mugo; 210 yrs) at high elev, European silver fir (Abies alba; 110 yrs) and oak trees (Quercus sp.; 190-210 yrs) at low elev",measured daily,from metadata,NaN,46.967905,1267.325388791928,1,2,1393,NA
CH_conif,2014,6,surface,18.96,0.7277026372846171,7.126076360185998,0.27448774736534953,Dense coniferous,leaf-on,"mountain pine (Pinus mugo; 210 yrs) at high elev, European silver fir (Abies alba; 110 yrs) and oak trees (Quercus sp.; 190-210 yrs) at low elev",measured daily,from metadata,NaN,46.967905,1267.325388791928,1,2,1393,NA
CH_conif,2014,7,surface,18.729999999999997,0.7803516400726558,6.896076360185994,0.32713675015338817,Dense coniferous,leaf-on,"mountain pine (Pinus mugo; 210 yrs) at high elev, European silver fir (Abies alba; 110 yrs) and oak trees (Quercus sp.; 190-210 yrs) at low elev",measured daily,from metadata,NaN,46.967905,1267.325388791928,1,2,1393,NA
CH_conif,2014,8,surface,13.559999999999999,0.6927393119678633,1.7260763601859952,0.2395244220485957,Dense coniferous,leaf-on,"mountain pine (Pinus mugo; 210 yrs) at high elev, European silver fir (Abies alba; 110 yrs) and oak trees (Quercus sp.; 190-210 yrs) at low elev",measured daily,from metadata,NaN,46.967905,1267.325388791928,1,2,1393,NA
CH_conif,2014,9,surface,15.379999999999999,0.7057885993123784,3.546076360185995,0.25257370939311075,Dense coniferous,leaf-on,"mountain pine (Pinus mugo; 210 yrs) at high elev, European silver fir (Abies alba; 110 yrs) and oak trees (Quercus sp.; 190-210 yrs) at low elev",measured daily,from metadata,NaN,46.967905,1267.325388791928,1,2,1393,NA
CH_conif,2014,10,surface,17.98,0.8407492434699625,6.146076360185997,0.3875343535506949,Dense coniferous,leaf-on,"mountain pine (Pinus mugo; 210 yrs) at high elev, European silver fir (Abies alba; 110 yrs) and oak trees (Quercus sp.; 190-210 yrs) at low elev",measured daily,from metadata,NaN,46.967905,1267.325388791928,1,2,1393,NA
CH_conif,2014,11,surface,12.66,0.7088312516451258,0.8260763601859965,0.2556163617258582,Dense coniferous,leaf-on,"mountain pine (Pinus mugo; 210 yrs) at high elev, European silver fir (Abies alba; 110 yrs) and oak trees (Quercus sp.; 190-210 yrs) at low elev",measured daily,from metadata,NaN,46.967905,1267.325388791928,1,2,1393,NA
CH_conif,2014,12,surface,15.33,0.6651328227891334,3.496076360185996,0.21191793286986582,Dense coniferous,leaf-on,"mountain pine (Pinus mugo; 210 yrs) at high elev, European silver fir (Abies alba; 110 yrs) and oak trees (Quercus sp.; 190-210 yrs) at low elev",measured daily,from metadata,NaN,46.967905,1267.325388791928,1,2,1393,NA
CH_conif,2015,1,surface,14.43,0.6336607024850454,2.5960763601859957,0.18044581256577774,Dense coniferous,leaf-on,"mountain pine (Pinus mugo; 210 yrs) at high elev, European silver fir (Abies alba; 110 yrs) and oak trees (Quercus sp.; 190-210 yrs) at low elev",measured daily,from metadata,NaN,46.967905,1267.325388791928,1,2,1393,NA
CH_conif,2015,2,surface,16.73,0.8171263977035007,4.896076360185997,0.3639115077842331,Dense coniferous,leaf-on,"mountain pine (Pinus mugo; 210 yrs) at high elev, European silver fir (Abies alba; 110 yrs) and oak trees (Quercus sp.; 190-210 yrs) at low elev",measured daily,from metadata,NaN,46.967905,1267.325388791928,1,2,1393,NA
CH_conif,2015,3,surface,13.879999999999999,0.6098789737406934,2.046076360185995,0.15666408382142583,Dense coniferous,leaf-on,"mountain pine (Pinus mugo; 210 yrs) at high elev, European silver fir (Abies alba; 110 yrs) and oak trees (Quercus sp.; 190-210 yrs) at low elev",measured daily,from metadata,NaN,46.967905,1267.325388791928,1,2,1393,NA
CH_conif,2015,4,surface,17.79,0.6780414973963879,5.956076360185996,0.22482660747712024,Dense coniferous,leaf-on,"mountain pine (Pinus mugo; 210 yrs) at high elev, European silver fir (Abies alba; 110 yrs) and oak trees (Quercus sp.; 190-210 yrs) at low elev",measured daily,from metadata,NaN,46.967905,1267.325388791928,1,2,1393,NA
CH_conif,2015,5,surface,17.43,0.7402968638719571,5.596076360185997,0.28708197395268953,Dense coniferous,leaf-on,"mountain pine (Pinus mugo; 210 yrs) at high elev, European silver fir (Abies alba; 110 yrs) and oak trees (Quercus sp.; 190-210 yrs) at low elev",measured daily,from metadata,NaN,46.967905,1267.325388791928,1,2,1393,NA
CH_conif,2015,6,surface,18.409999999999997,0.7846792493608911,6.5760763601859935,0.33146435944162345,Dense coniferous,leaf-on,"mountain pine (Pinus mugo; 210 yrs) at high elev, European silver fir (Abies alba; 110 yrs) and oak trees (Quercus sp.; 190-210 yrs) at low elev",measured daily,from metadata,NaN,46.967905,1267.325388791928,1,2,1393,NA
CH_conif,2015,7,surface,19.97,0.7488549976480985,8.136076360185994,0.29564010772883087,Dense coniferous,leaf-on,"mountain pine (Pinus mugo; 210 yrs) at high elev, European silver fir (Abies alba; 110 yrs) and oak trees (Quercus sp.; 190-210 yrs) at low elev",measured daily,from metadata,NaN,46.967905,1267.325388791928,1,2,1393,NA
CH_conif,2015,8,surface,17.42,0.7041560118037272,5.586076360185999,0.2509411218844596,Dense coniferous,leaf-on,"mountain pine (Pinus mugo; 210 yrs) at high elev, European silver fir (Abies alba; 110 yrs) and oak trees (Quercus sp.; 190-210 yrs) at low elev",measured daily,from metadata,NaN,46.967905,1267.325388791928,1,2,1393,NA
CH_conif,2015,9,surface,15.57,0.7442529786964173,3.7360763601859963,0.29103808877714965,Dense coniferous,leaf-on,"mountain pine (Pinus mugo; 210 yrs) at high elev, European silver fir (Abies alba; 110 yrs) and oak trees (Quercus sp.; 190-210 yrs) at low elev",measured daily,from metadata,NaN,46.967905,1267.325388791928,1,2,1393,NA
CH_conif,2015,10,surface,14.48,0.7425277825667638,2.6460763601859965,0.28931289264749616,Dense coniferous,leaf-on,"mountain pine (Pinus mugo; 210 yrs) at high elev, European silver fir (Abies alba; 110 yrs) and oak trees (Quercus sp.; 190-210 yrs) at low elev",measured daily,from metadata,NaN,46.967905,1267.325388791928,1,2,1393,NA
CH_conif,2015,11,surface,20.2,0.786341958249076,8.366076360185994,0.33312706832980843,Dense coniferous,leaf-on,"mountain pine (Pinus mugo; 210 yrs) at high elev, European silver fir (Abies alba; 110 yrs) and oak trees (Quercus sp.; 190-210 yrs) at low elev",measured daily,from metadata,NaN,46.967905,1267.325388791928,1,2,1393,NA
CH_conif,2015,12,surface,9.64,0.6204643835571658,-2.193923639814003,0.1672494936378982,Dense coniferous,leaf-on,"mountain pine (Pinus mugo; 210 yrs) at high elev, European silver fir (Abies alba; 110 yrs) and oak trees (Quercus sp.; 190-210 yrs) at low elev",measured daily,from metadata,NaN,46.967905,1267.325388791928,1,2,1393,NA
CH_conif,2016,1,surface,17.46,0.6968936060862413,5.626076360185998,0.24367871616697367,Dense coniferous,leaf-on,"mountain pine (Pinus mugo; 210 yrs) at high elev, European silver fir (Abies alba; 110 yrs) and oak trees (Quercus sp.; 190-210 yrs) at low elev",measured daily,from metadata,NaN,46.967905,1267.325388791928,1,2,1393,NA
CH_conif,2016,2,surface,15.72,0.6648732630665437,3.886076360185997,0.2116583731472761,Dense coniferous,leaf-on,"mountain pine (Pinus mugo; 210 yrs) at high elev, European silver fir (Abies alba; 110 yrs) and oak trees (Quercus sp.; 190-210 yrs) at low elev",measured daily,from metadata,NaN,46.967905,1267.325388791928,1,2,1393,NA
CH_conif,2016,3,surface,13.350000000000001,0.5590774331994579,1.516076360185998,0.10586254328019029,Dense coniferous,leaf-on,"mountain pine (Pinus mugo; 210 yrs) at high elev, European silver fir (Abies alba; 110 yrs) and oak trees (Quercus sp.; 190-210 yrs) at low elev",measured daily,from metadata,NaN,46.967905,1267.325388791928,1,2,1393,NA
CH_conif,2016,4,surface,17.509999999999998,0.7450495198933096,5.676076360185995,0.29183462997404197,Dense coniferous,leaf-on,"mountain pine (Pinus mugo; 210 yrs) at high elev, European silver fir (Abies alba; 110 yrs) and oak trees (Quercus sp.; 190-210 yrs) at low elev",measured daily,from metadata,NaN,46.967905,1267.325388791928,1,2,1393,NA
CH_conif,2016,5,surface,18.3,0.7534224464053829,6.466076360185998,0.3002075564861153,Dense coniferous,leaf-on,"mountain pine (Pinus mugo; 210 yrs) at high elev, European silver fir (Abies alba; 110 yrs) and oak trees (Quercus sp.; 190-210 yrs) at low elev",measured daily,from metadata,NaN,46.967905,1267.325388791928,1,2,1393,NA
CH_conif,2016,6,surface,18.349999999999998,0.7793832960493358,6.516076360185995,0.32616840613006814,Dense coniferous,leaf-on,"mountain pine (Pinus mugo; 210 yrs) at high elev, European silver fir (Abies alba; 110 yrs) and oak trees (Quercus sp.; 190-210 yrs) at low elev",measured daily,from metadata,NaN,46.967905,1267.325388791928,1,2,1393,NA
CH_conif,2016,7,surface,4.3199999999999985,0.678276758577115,-7.513923639814005,0.22506186865784739,Dense coniferous,leaf-on,"mountain pine (Pinus mugo; 210 yrs) at high elev, European silver fir (Abies alba; 110 yrs) and oak trees (Quercus sp.; 190-210 yrs) at low elev",measured daily,from metadata,NaN,46.967905,1267.325388791928,1,2,1393,NA
CH_cuona,2018,8,surface,9.266484375000005,0.45456864504849487,-1.3336193775598826,0.06021825498139771,scrub shrub,leaf-off,NEED TO LOOK UP,measured daily,from metadata,23.20127019794254,27.877441860465115,0,0,1.25,1500,snow
CH_cuona,2018,9,surface,19.47677734375001,0.7093966493980185,8.876673591190121,0.31504625933092134,scrub shrub,leaf-off,NEED TO LOOK UP,measured daily,from metadata,23.8819694925811,27.88,0,0,1.25,1500,snow
CH_cuona,2018,10,surface,20.120283203125005,0.7590159451459274,9.520179450565118,0.36466555507883025,scrub shrub,leaf-off,NEED TO LOOK UP,measured daily,from metadata,24.275890457700196,27.88,0,0,1.25,1500,snow
CH_cuona,2018,11,surface,17.3317578125,0.767636455920958,6.731654059940115,0.3732860658538608,scrub shrub,leaf-off,NEED TO LOOK UP,measured daily,from metadata,24.38159029725304,27.88,0,0,1.25,1500,snow
CH_cuona,2018,12,surface,9.652587890625,0.6352511418331912,-0.947515861934887,0.24090075176609405,scrub shrub,leaf-off,NEED TO LOOK UP,measured daily,from metadata,26.188211365387534,27.88,0,0,1.25,1500,snow
CH_cuona,2019,1,surface,8.622978515625,1.1452294302862482,-1.9771252369348868,0.7508790402191511,scrub shrub,leaf-off,NEED TO LOOK UP,measured daily,from metadata,NaN,27.88,0,0,1.25,1500,NA
CH_cuona,2019,2,surface,7.979472656249996,2.2099053228261774,-2.620631096309891,1.8155549327590803,scrub shrub,leaf-off,NEED TO LOOK UP,measured daily,from metadata,NaN,27.88,0,0,1.25,1500,NA
CH_cuona,2019,3,surface,8.580078125,1.974496259196968,-2.020025627559887,1.5801458691298707,scrub shrub,leaf-off,NEED TO LOOK UP,measured daily,from metadata,NaN,27.88,0,0,1.25,1500,NA
CH_cuona,2019,4,surface,1.9734179687499989,0.48515217845797204,-8.626685783809888,0.09080178839087488,scrub shrub,leaf-off,NEED TO LOOK UP,measured daily,from metadata,NaN,27.88,0,0,1.25,1500,NA
CH_cuona,2019,5,surface,-5.062246093750005,-2.105800300232332,-15.662349846309892,-2.500150690299429,scrub shrub,leaf-off,NEED TO LOOK UP,measured daily,from metadata,NaN,27.88,0,0,1.25,1500,NA
CH_cuona,2019,6,surface,18.961972656250005,0.6175328874400748,8.361868903690118,0.22318249737297768,scrub shrub,leaf-off,NEED TO LOOK UP,measured daily,from metadata,NaN,27.88,0,0,1.25,1500,NA
CH_cuona,2019,7,surface,11.711806640625007,1.246068818324253,1.1117028880651194,0.8517184282571558,scrub shrub,leaf-off,NEED TO LOOK UP,measured daily,from metadata,NaN,27.88,0,0,1.25,1500,NA
CH_decid,1997,12,surface,11.22,0.8054784738961543,-8.40889788078393,-0.004403415731546789,deciduous,leaf-off,European beech (Fagus sylvatica; 120-140 yrs) and lime trees (Tilia sp.; 120-140 yrs),measured daily,from metadata,NaN,46.773946918032784,954.0262490558697,0.4,2,717,NA
CH_decid,1998,1,surface,12.719999999999999,0.8143743015975543,-6.908897880783933,0.004492411969853172,deciduous,leaf-off,European beech (Fagus sylvatica; 120-140 yrs) and lime trees (Tilia sp.; 120-140 yrs),measured daily,from metadata,NaN,46.763481,965.8923634958824,0.4,2,717,NA
CH_decid,1998,2,surface,21.05,0.9416503897730211,1.421102119216068,0.13176850014531993,deciduous,leaf-off,European beech (Fagus sylvatica; 120-140 yrs) and lime trees (Tilia sp.; 120-140 yrs),measured daily,from metadata,NaN,46.763481,965.8923634958824,0.4,2,717,NA
CH_decid,1998,3,surface,17.94,0.8343599443050453,-1.6888978807839314,0.024478054677344208,deciduous,leaf-off,European beech (Fagus sylvatica; 120-140 yrs) and lime trees (Tilia sp.; 120-140 yrs),measured daily,from metadata,NaN,46.61025996,1139.6122788976675,0.4,2,717,NA
CH_decid,1998,4,surface,13.129999999999999,0.7437125376617123,-6.498897880783933,-0.06616935196598883,deciduous,leaf-on,European beech (Fagus sylvatica; 120-140 yrs) and lime trees (Tilia sp.; 120-140 yrs),measured daily,from metadata,NaN,46.99563409090909,702.6803704628746,0.7272727272727273,2,717,NA
CH_decid,1998,5,surface,16.54,0.8515168644716133,-3.0888978807839336,0.04163497484391221,deciduous,leaf-on,European beech (Fagus sylvatica; 120-140 yrs) and lime trees (Tilia sp.; 120-140 yrs),measured daily,from metadata,NaN,46.763481,965.8923634958824,1,2,717,NA
CH_decid,1998,6,surface,17.1,0.8540708492958894,-2.5288978807839313,0.044188959668188255,deciduous,leaf-on,European beech (Fagus sylvatica; 120-140 yrs) and lime trees (Tilia sp.; 120-140 yrs),measured daily,from metadata,NaN,46.763481,965.8923634958824,1,2,717,NA
CH_decid,1998,7,surface,13.17,0.7831838685521026,-6.458897880783932,-0.026698021075598488,deciduous,leaf-on,European beech (Fagus sylvatica; 120-140 yrs) and lime trees (Tilia sp.; 120-140 yrs),measured daily,from metadata,NaN,46.763481,965.8923634958824,0.7483870967741936,2,717,NA
CH_decid,1998,8,surface,16,0.8169281350864463,-3.6288978807839327,0.007046245458745215,deciduous,leaf-off,European beech (Fagus sylvatica; 120-140 yrs) and lime trees (Tilia sp.; 120-140 yrs),measured daily,from metadata,NaN,46.763481,965.8923634958824,0.4,2,717,NA
CH_decid,1998,9,surface,10.610000000000001,0.76383850216845794,-9.01889788078393,-0.04604338745924319,deciduous,leaf-off,European beech (Fagus sylvatica; 120-140 yrs) and lime trees (Tilia sp.; 120-140 yrs),measured daily,from metadata,NaN,46.763481,965.8923634958824,0.4,2,717,NA
CH_decid,1998,10,surface,10.91,0.8603095060576498,-8.718897880783933,0.05042761642994864,deciduous,leaf-off,European beech (Fagus sylvatica; 120-140 yrs) and lime trees (Tilia sp.; 120-140 yrs),measured daily,from metadata,NaN,46.763481,965.8923634958824,0.4,2,717,NA
CH_decid,1998,11,surface,22.310000000000002,1.045125381908616,2.6811021192160696,0.2352434922809148,deciduous,leaf-off,European beech (Fagus sylvatica; 120-140 yrs) and lime trees (Tilia sp.; 120-140 yrs),measured daily,from metadata,NaN,46.66526238461538,1077.2512836252317,0.4,2,717,NA
CH_decid,1998,12,surface,23.64,1.1797605803288174,4.011102119216068,0.36987869070111623,deciduous,leaf-off,European beech (Fagus sylvatica; 120-140 yrs) and lime trees (Tilia sp.; 120-140 yrs),measured daily,from metadata,NaN,46.763481,965.8923634958824,0.4,2,717,NA
CH_decid,1999,1,surface,16.14,0.8915769167594603,-3.488897880783932,0.08169502713175913,deciduous,leaf-off,European beech (Fagus sylvatica; 120-140 yrs) and lime trees (Tilia sp.; 120-140 yrs),measured daily,from metadata,NaN,46.763481,965.8923634958824,0.4,2,717,NA
CH_decid,1999,2,surface,20.59,1.07060384508991,0.9611021192160673,0.2607219554622089,deciduous,leaf-off,European beech (Fagus sylvatica; 120-140 yrs) and lime trees (Tilia sp.; 120-140 yrs),measured daily,from metadata,NaN,46.763481,965.8923634958824,0.4,2,717,NA
CH_decid,1999,3,surface,11.02,0.8029903228798166,-8.608897880783934,-0.006891566747884492,deciduous,leaf-off,European beech (Fagus sylvatica; 120-140 yrs) and lime trees (Tilia sp.; 120-140 yrs),measured daily,from metadata,NaN,47.13998569230769,539.0165030000428,0.4,2,717,NA
CH_decid,1999,4,surface,14.06,0.7635826857881625,-5.568897880783932,-0.04629920383953867,deciduous,leaf-on,European beech (Fagus sylvatica; 120-140 yrs) and lime trees (Tilia sp.; 120-140 yrs),measured daily,from metadata,NaN,46.752660305084746,978.160719103353,0.7966101694915254,2,717,NA
CH_decid,1999,5,surface,11.420000000000002,0.7035958461101054,-8.208897880783931,-0.10628604351759574,deciduous,leaf-on,European beech (Fagus sylvatica; 120-140 yrs) and lime trees (Tilia sp.; 120-140 yrs),measured daily,from metadata,NaN,46.763481,965.8923634958824,1,2,717,NA
CH_decid,1999,6,surface,13.920000000000002,0.8343400217114043,-5.708897880783931,0.024458132083703177,deciduous,leaf-on,European beech (Fagus sylvatica; 120-140 yrs) and lime trees (Tilia sp.; 120-140 yrs),measured daily,from metadata,NaN,46.763481,965.8923634958824,1,2,717,NA
CH_decid,1999,7,surface,10.97,0.7787071861164983,-8.65889788078393,-0.031174703511202884,deciduous,leaf-on,European beech (Fagus sylvatica; 120-140 yrs) and lime trees (Tilia sp.; 120-140 yrs),measured daily,from metadata,NaN,46.763481,965.8923634958824,0.7483870967741936,2,717,NA
CH_decid,1999,8,surface,7.940000000000001,0.669863330152721,-11.688897880783932,-0.1400185594749801,deciduous,leaf-off,European beech (Fagus sylvatica; 120-140 yrs) and lime trees (Tilia sp.; 120-140 yrs),measured daily,from metadata,NaN,46.763481,965.8923634958824,0.4,2,717,NA
CH_decid,1999,9,surface,8.650000000000002,0.6334013986998077,-10.978897880783931,-0.17648049092789342,deciduous,leaf-off,European beech (Fagus sylvatica; 120-140 yrs) and lime trees (Tilia sp.; 120-140 yrs),measured daily,from metadata,NaN,46.763481,965.8923634958824,0.4,2,717,NA
CH_decid,1999,10,surface,14.030000000000001,0.8837755385508087,-5.598897880783931,0.07389364892310757,deciduous,leaf-off,European beech (Fagus sylvatica; 120-140 yrs) and lime trees (Tilia sp.; 120-140 yrs),measured daily,from metadata,NaN,46.763481,965.8923634958824,0.4,2,717,NA
CH_decid,1999,11,surface,14.690000000000001,0.8738870665659372,-4.938897880783931,0.06400517693823604,deciduous,leaf-off,European beech (Fagus sylvatica; 120-140 yrs) and lime trees (Tilia sp.; 120-140 yrs),measured daily,from metadata,NaN,46.763481,965.8923634958824,0.4,2,717,NA
CH_decid,1999,12,surface,8.82,0.7301204423966305,-10.808897880783933,-0.07976144723107059,deciduous,leaf-off,European beech (Fagus sylvatica; 120-140 yrs) and lime trees (Tilia sp.; 120-140 yrs),measured daily,from metadata,NaN,46.73101891525424,1002.6974303182944,0.4,2,717,NA
CH_decid,2000,1,surface,19.64,1.0293615564870124,0.011102119216068046,0.2194796668593113,deciduous,leaf-off,European beech (Fagus sylvatica; 120-140 yrs) and lime trees (Tilia sp.; 120-140 yrs),measured daily,from metadata,5.565342194887662,46.763481,965.8923634958824,0.4,2,717,snow
CH_decid,2000,2,surface,15.760000000000002,0.95908966630559,-3.868897880783931,0.14920777667788887,deciduous,leaf-off,European beech (Fagus sylvatica; 120-140 yrs) and lime trees (Tilia sp.; 120-140 yrs),measured daily,from metadata,5.666676169350056,46.763481,965.8923634958824,0.4,2,717,snow
CH_decid,2000,3,surface,14.6,0.8509547183466633,-5.028897880783933,0.04107282871896212,deciduous,leaf-off,European beech (Fagus sylvatica; 120-140 yrs) and lime trees (Tilia sp.; 120-140 yrs),measured daily,from metadata,5.534682006459416,46.68222741818182,1058.0165610574352,0.4,2,717,snow
CH_decid,2000,4,surface,16.99,0.8041213737836059,-2.6388978807839343,-0.005760515844095204,deciduous,leaf-on,European beech (Fagus sylvatica; 120-140 yrs) and lime trees (Tilia sp.; 120-140 yrs),measured daily,from metadata,3.567868530110152,46.74146648275862,990.852121455909,0.8137931034482758,2,717,snow
CH_decid,2000,5,surface,9.340000000000002,0.6773266137158647,-10.28889788078393,-0.13255527591183647,deciduous,leaf-on,European beech (Fagus sylvatica; 120-140 yrs) and lime trees (Tilia sp.; 120-140 yrs),measured daily,from metadata,1.1089148826290935,46.763481,965.8923634958824,1,2,717,no snow
CH_decid,2000,6,surface,12.670000000000002,0.75387224281524845,-6.958897880783931,-0.056009646812452685,deciduous,leaf-on,European beech (Fagus sylvatica; 120-140 yrs) and lime trees (Tilia sp.; 120-140 yrs),measured daily,from metadata,0.27868783986882045,46.99563409090909,702.6803704628746,1,2,717,no snow
CH_decid,2000,7,surface,11.3,0.6915425532542773,-8.328897880783932,-0.11833933637342386,deciduous,leaf-off,European beech (Fagus sylvatica; 120-140 yrs) and lime trees (Tilia sp.; 120-140 yrs),measured daily,from metadata,6.831579783565803e-5,46.88625426923077,826.6937133341955,0.7,2,717,no snow
CH_decid,2000,8,surface,12.249999999999998,0.7773149343444996,-7.378897880783934,-0.032566955283201526,deciduous,leaf-off,European beech (Fagus sylvatica; 120-140 yrs) and lime trees (Tilia sp.; 120-140 yrs),measured daily,from metadata,0,46.763481,965.8923634958824,0.4,2,717,no snow
CH_decid,2000,9,surface,10.380000000000003,0.750659458665682,-9.24889788078393,-0.05922243096201918,deciduous,leaf-off,European beech (Fagus sylvatica; 120-140 yrs) and lime trees (Tilia sp.; 120-140 yrs),measured daily,from metadata,0.0019042589865487032,46.763481,965.8923634958824,0.4,2,717,no snow
CH_decid,2000,10,surface,10.55,0.9439635963668553,-9.078897880783932,0.1340817067391542,deciduous,leaf-off,European beech (Fagus sylvatica; 120-140 yrs) and lime trees (Tilia sp.; 120-140 yrs),measured daily,from metadata,0.013424816766896563,46.763481,965.8923634958824,0.4,2,717,no snow
CH_decid,2000,11,surface,11.08,0.8767952338048457,-8.548897880783931,0.06691334417714456,deciduous,leaf-off,European beech (Fagus sylvatica; 120-140 yrs) and lime trees (Tilia sp.; 120-140 yrs),measured daily,from metadata,1.8547093184579702,46.763481,965.8923634958824,0.4,2,717,no snow
CH_decid,2000,12,surface,14.27,0.8750106955684492,-5.358897880783933,0.0651288059407481,deciduous,leaf-off,European beech (Fagus sylvatica; 120-140 yrs) and lime trees (Tilia sp.; 120-140 yrs),measured daily,from metadata,NaN,46.763481,965.8923634958824,0.4,2,717,NA
CH_decid,2001,1,surface,10.16,0.7219577234014851,-9.468897880783933,-0.08792416622621602,deciduous,leaf-off,European beech (Fagus sylvatica; 120-140 yrs) and lime trees (Tilia sp.; 120-140 yrs),measured daily,from metadata,NaN,46.763481,965.8923634958824,0.4,2,717,NA
CH_decid,2001,2,surface,14.649999999999999,0.8208894590830289,-4.978897880783934,0.01100756945532777,deciduous,leaf-off,European beech (Fagus sylvatica; 120-140 yrs) and lime trees (Tilia sp.; 120-140 yrs),measured daily,from metadata,NaN,46.763481,965.8923634958824,0.4,2,717,NA
CH_decid,2001,3,surface,14.91,0.8041933162390487,-4.718897880783932,-0.005688573388652474,deciduous,leaf-off,European beech (Fagus sylvatica; 120-140 yrs) and lime trees (Tilia sp.; 120-140 yrs),measured daily,from metadata,NaN,46.763481,965.8923634958824,0.4,2,717,NA
CH_decid,2001,4,surface,14.559999999999999,0.8317588588357593,-5.0688978807839336,0.02187696920805815,deciduous,leaf-on,European beech (Fagus sylvatica; 120-140 yrs) and lime trees (Tilia sp.; 120-140 yrs),measured daily,from metadata,NaN,46.763481,965.8923634958824,0.8,2,717,NA
CH_decid,2001,5,surface,17.75,0.941314664282069,-1.8788978807839327,0.13143277465436787,deciduous,leaf-on,European beech (Fagus sylvatica; 120-140 yrs) and lime trees (Tilia sp.; 120-140 yrs),measured daily,from metadata,NaN,46.763481,965.8923634958824,1,2,717,NA
CH_decid,2001,6,surface,16.599999999999998,0.8695248949518218,-3.028897880783935,0.0596430053241207,deciduous,leaf-on,European beech (Fagus sylvatica; 120-140 yrs) and lime trees (Tilia sp.; 120-140 yrs),measured daily,from metadata,NaN,46.717879499999995,1017.5947192702232,1,2,717,NA
CH_decid,2001,7,surface,9.59,0.6896546913642768,-10.038897880783933,-0.12022719826342432,deciduous,leaf-off,European beech (Fagus sylvatica; 120-140 yrs) and lime trees (Tilia sp.; 120-140 yrs),measured daily,from metadata,NaN,46.594104,1157.929684943434,0.6816326530612244,2,717,NA
CH_decid,2001,8,surface,10.46,2.1213765722738938,-9.168897880783932,1.3114946826461926,deciduous,leaf-off,European beech (Fagus sylvatica; 120-140 yrs) and lime trees (Tilia sp.; 120-140 yrs),measured daily,from metadata,NaN,46.763481,965.8923634958824,0.4,2,717,NA
CH_decid,2001,10,surface,11.179999999999998,0.772354951757519,-8.448897880783933,-0.03752693787018213,deciduous,leaf-off,European beech (Fagus sylvatica; 120-140 yrs) and lime trees (Tilia sp.; 120-140 yrs),measured daily,from metadata,NaN,46.763481,965.8923634958824,0.4,2,717,NA
CH_decid,2001,11,surface,12.5,1.0045090347697538,-7.128897880783932,0.1946271451420527,deciduous,leaf-off,European beech (Fagus sylvatica; 120-140 yrs) and lime trees (Tilia sp.; 120-140 yrs),measured daily,from metadata,NaN,46.763481,965.8923634958824,0.4,2,717,NA
CH_decid,2001,12,surface,22.59,1.0891549245188423,2.961102119216067,0.2792730348911412,deciduous,leaf-off,European beech (Fagus sylvatica; 120-140 yrs) and lime trees (Tilia sp.; 120-140 yrs),measured daily,from metadata,NaN,46.773946918032784,954.0262490558697,0.4,2,717,NA
CH_decid,2002,1,surface,20.17,1.0378864128634047,0.5411021192160692,0.22800452323570353,deciduous,leaf-off,European beech (Fagus sylvatica; 120-140 yrs) and lime trees (Tilia sp.; 120-140 yrs),measured daily,from metadata,NaN,46.763481,965.8923634958824,0.4,2,717,NA
